Month,Peak,Gain,% Gain,Average,Avg % Gain
Last 30 days,111,-45,-28.8%,68,-20.9%
April 2025,156,-60,-27.8%,86,-23.2%
March 2025,216,-78,-26.5%,112,-30.4%
February 2025,294,-58,-16.5%,161,-16.6%
January 2025,352,0,+0.0%,193,-6.8%
December 2024,352,-225,-39.0%,207,-27.4%
November 2024,577,-17,-2.9%,285,-14.9%
October 2024,594,"-1,082",-64.6%,335,-55.9%
September 2024,"1,676",-116,-6.5%,759,-35.5%
August 2024,"1,792",-,-,"1,177",-
